ID;WOLF/DOG/F1/F2;SPECIES;COUNTRY;LATITUDE;LONGITUDE;BAM NAME
23;WOLF_DE_3;Canis lupus;Germany;51,104541;13,201738;new_genomes/MW056.CanFam31.realigned.bam
24;WOLF_DE_4;Canis lupus;Germany;48,661604;9,350134;new_genomes/MW057.CanFam31.realigned.bam
25;WOLF_DE_5;Canis lupus;Germany;52,131392;13,216249;genomes/MW058_R?EXT.CanFam31.realigned.bam
26;WOLF_DE_6;Canis lupus;Germany;51,104541;13,201738;new_genomes/MW059.CanFam31.realigned.bam
27;WOLF_DE_7;Canis lupus;Germany;52,131392;13,216249;new_genomes/MW070.CanFam31.realigned.bam
28;WOLF_DE_8;Canis lupus;Germany;48,661604;9,350134;new_genomes/MW071.CanFam31.realigned.bam
29;WOLF_DE_9;Canis lupus;Germany;52,636704;9,845077;new_genomes/MW072.CanFam31.realigned.bam
30;WOLF_DE_10;Canis lupus;Germany;52,636704;9,845077;new_genomes/MW073.CanFam31.realigned.bam
31;WOLF_DE_11;Canis lupus;Germany;51,104541;13,201738;new_genomes/MW076.CanFam31.realigned.bam
32;WOLF_DE_12;Canis lupus;Germany;52,131392;13,216249;new_genomes/MW077.CanFam31.realigned.bam
33;WOLF_DE_13;Canis lupus;Germany;51,010989;10,845346;new_genomes/MW078.CanFam31.realigned.bam
34;WOLF_DE_14;Canis lupus;Germany;51,950265;11,692273;new_genomes/MW080.CanFam31.realigned.bam
35;WOLF_DE_15;Canis lupus;Germany;50,652051;9,162438;new_genomes/MW083.CanFam31.realigned.bam
36;WOLF_DE_16;Canis lupus;Germany;52,131392;13,216249;new_genomes/MW085.CanFam31.realigned.bam
37;WOLF_DE_17;Canis lupus;Germany;48,790447;11,49789;new_genomes/MW086.CanFam31.realigned.bam
38;WOLF_DE_18;Canis lupus;Germany;52,131392;13,216249;new_genomes/MW088.CanFam31.realigned.bam
39;WOLF_DE_19;Canis lupus;Germany;53,612651;12,429595;genomes/MW089_R?EXT.CanFam31.realigned.bam
40;WOLF_DE_20;Canis lupus;Germany;51,104541;13,201738;new_genomes/MW090.CanFam31.realigned.bam
41;WOLF_DE_21;Canis lupus;Germany;52,131392;13,216249;new_genomes/MW091.CanFam31.realigned.bam
42;WOLF_DE_22;Canis lupus;Germany;52,636704;9,845077;new_genomes/MW094.CanFam31.realigned.bam
43;WOLF_DE_23;Canis lupus;Germany;51,104541;13,201738;new_genomes/MW095.CanFam31.realigned.bam
44;WOLF_DE_24;Canis lupus;Germany;52,636704;9,845077;new_genomes/MW096.CanFam31.realigned.bam
45;WOLF_DE_25;Canis lupus;Germany;52,636704;9,845077;new_genomes/MW097.CanFam31.realigned.bam
46;WOLF_DE_26;Canis lupus;Germany;52,131392;13,216249;new_genomes/MW098.CanFam31.realigned.bam
47;WOLF_DE_27;Canis lupus;Germany;52,636704;9,845077;new_genomes/MW102.CanFam31.realigned.bam
48;WOLF_PL_1;Canis lupus;Poland;49,27366;22,68584;new_genomes/MW253.CanFam31.realigned.bam
49;WOLF_PL_2;Canis lupus;Poland;49,57457;21,89296;genomes/MW255_R?EXT.CanFam31.realigned.bam
50;WOLF_PL_3;Canis lupus;Poland;49,54918;21,8509;new_genomes/MW256.CanFam31.realigned.bam
51;WOLF_PL_4;Canis lupus;Poland;49,53444;21,9035;genomes/MW257_R?EXT.CanFam31.realigned.bam
52;WOLF_PL_5;Canis lupus;Poland;49,20206;22,36225;new_genomes/MW258.CanFam31.realigned.bam
53;WOLF_PL_6;Canis lupus;Poland;49,43792;21,69074;new_genomes/MW259.CanFam31.realigned.bam
54;WOLF_PL_7;Canis lupus;Poland;49,26159;22,48799;new_genomes/MW260.CanFam31.realigned.bam
55;WOLF_PL_8;Canis lupus;Poland;49,71314;18,96991;new_genomes/MW261.CanFam31.realigned.bam
56;WOLF_PL_9;Canis lupus;Poland;51,63869;15,19362;genomes/MW262_R?EXT.CanFam31.realigned.bam
57;WOLF_PL_10;Canis lupus;Poland;51,55846;15,25794;new_genomes/MW263.CanFam31.realigned.bam
58;WOLF_PL_11;Canis lupus;Poland;51,562;15,0614;new_genomes/MW270.CanFam31.realigned.bam
59;WOLF_PL_12;Canis lupus;Poland;51,60928;14,97246;genomes/MW271_R?EXT.CanFam31.realigned.bam
60;WOLF_PL_13;Canis lupus;Poland;54,13323;17,84086;new_genomes/MW272.CanFam31.realigned.bam
61;WOLF_PL_14;Canis lupus;Poland;52,5431;14,76891;new_genomes/MW273.CanFam31.realigned.bam
62;WOLF_PL_15;Canis lupus;Poland;53,2381;15,97129;new_genomes/MW274.CanFam31.realigned.bam
63;WOLF_PL_16;Canis lupus;Poland;53,0496;16,1429;new_genomes/MW276.CanFam31.realigned.bam
64;WOLF_PL_17;Canis lupus;Poland;53,06771;16,54556;new_genomes/MW277.CanFam31.realigned.bam
65;WOLF_PL_18;Canis lupus;Poland;53,39909;16,70848;new_genomes/MW278.CanFam31.realigned.bam
66;WOLF_PL_19;Canis lupus;Poland;53,53071;16,51597;new_genomes/MW279.CanFam31.realigned.bam
67;WOLF_PL_20;Canis lupus;Poland;53,3845;16,73929;new_genomes/MW280.CanFam31.realigned.bam
68;WOLF_PL_21;Canis lupus;Poland;53,3709;16,65359;new_genomes/MW281.CanFam31.realigned.bam
69;WOLF_PL_22;Canis lupus;Poland;53,3845;16,74329;new_genomes/MW282.CanFam31.realigned.bam
70;WOLF_PL_23;Canis lupus;Poland;53,52417;16,41971;new_genomes/MW283.CanFam31.realigned.bam
71;WOLF_PL_24;Canis lupus;Poland;53,28931;16,14308;new_genomes/MW284.CanFam31.realigned.bam
72;WOLF_PL_25;Canis lupus;Poland;52,88775;18,58079;new_genomes/MW285.CanFam31.realigned.bam
73;WOLF_PL_26;Canis lupus;Poland;52,71581;16,08352;new_genomes/MW286.CanFam31.realigned.bam
74;WOLF_PL_27;Canis lupus;Poland;52,54669;15,07533;genomes/MW287_R?EXT.CanFam31.realigned.bam
75;WOLF_PL_28;Canis lupus;Poland;52,7872;15,73189;new_genomes/MW288.CanFam31.realigned.bam
76;WOLF_PL_29;Canis lupus;Poland;52,53113;14,79944;new_genomes/MW289.CanFam31.realigned.bam
77;WOLF_PL_30;Canis lupus;Poland;52,51208;14,88157;new_genomes/MW290.CanFam31.realigned.bam
78;WOLF_PL_31;Canis lupus;Poland;52,5454;17,0451;new_genomes/MW291.CanFam31.realigned.bam
79;WOLF_PL_32;Canis lupus;Poland;54,71869;17,27036;new_genomes/MW292.CanFam31.realigned.bam
80;WOLF_PL_33;Canis lupus;Poland;51,13076;15,59971;new_genomes/MW293.CanFam31.realigned.bam
81;WOLF_PL_34;Canis lupus;Poland;51,1714;23,6403;new_genomes/MW294.CanFam31.realigned.bam
82;WOLF_PL_35;Canis lupus;Poland;50,5737;21,93079;new_genomes/MW295.CanFam31.realigned.bam
83;WOLF_PL_36;Canis lupus;Poland;49,9193;22,9735;genomes/MW296_R?EXT.CanFam31.realigned.bam
84;WOLF_PL_37;Canis lupus;Poland;50,5353;22,8904;genomes/MW297_R?EXT.CanFam31.realigned.bam
85;WOLF_PL_38;Canis lupus;Poland;52,79;23,85;new_genomes/MW1163.CanFam31.realigned.bam
86;WOLF_SK_1;Canis lupus;Slovakia;48,65;19,4131;new_genomes/MW046.CanFam31.realigned.bam
87;WOLF_SK_2;Canis lupus;Slovakia;48,9124;18,7279;new_genomes/MW047.CanFam31.realigned.bam
88;WOLF_SK_3;Canis lupus;Slovakia;49,3985;19,307;new_genomes/MW048.CanFam31.realigned.bam
89;WOLF_SK_4;Canis lupus;Slovakia;49,258;19,2466;new_genomes/MW049.CanFam31.realigned.bam
90;WOLF_SK_5;Canis lupus;Slovakia;49,1709;22,0248;new_genomes/MW050.CanFam31.realigned.bam
91;WOLF_SK_6;Canis lupus;Slovakia;48,8756;22,1472;new_genomes/MW051.CanFam31.realigned.bam
92;WOLF_SK_7;Canis lupus;Slovakia;49,3116;21,8325;new_genomes/MW332.CanFam31.realigned.bam
93;WOLF_SK_8;Canis lupus;Slovakia;48,3823;19,3151;new_genomes/MW335.CanFam31.realigned.bam
94;WOLF_SK_9;Canis lupus;Slovakia;49,3181;18,8802;new_genomes/MW336.CanFam31.realigned.bam
95;WOLF_SK_10;Canis lupus;Slovakia;49,32047;21,84349;new_genomes/MW337.CanFam31.realigned.bam
96;WOLF_SK_11;Canis lupus;Slovakia;49,21531;19,44052;new_genomes/MW339.CanFam31.realigned.bam
97;WOLF_SK_12;Canis lupus;Slovakia;48,91577;19,26219;new_genomes/MW342.CanFam31.realigned.bam
98;WOLF_SK_13;Canis lupus;Slovakia;49,0108;19,4953;new_genomes/MW697A.CanFam31.realigned.bam
99;WOLF_SK_14;Canis lupus;Slovakia;48,7853;20,1361;new_genomes/MW698A.CanFam31.realigned.bam
100;WOLF_SK_15;Canis lupus;Slovakia;48,7231;20,2541;new_genomes/MW699A.CanFam31.realigned.bam
101;WOLF_SK_16;Canis lupus;Slovakia;48,7163;19,6992;new_genomes/MW704A.CanFam31.realigned.bam
102;WOLF_SK_17;Canis lupus;Slovakia;48,6531;19,431;new_genomes/MW710A.CanFam31.realigned.bam
103;WOLF_SK_18;Canis lupus;Slovakia;49,1176;19,7938;new_genomes/MW712A.CanFam31.realigned.bam
104;WOLF_SK_19;Canis lupus;Slovakia;48,6233;19,0548;new_genomes/MW878D.CanFam31.realigned.bam
105;WOLF_SK_20;Canis lupus;Slovakia;48,6233;19,0548;new_genomes/MW879D.CanFam31.realigned.bam
106;WOLF_SK_21;Canis lupus;Slovakia;48,6233;19,0548;new_genomes/MW880D.CanFam31.realigned.bam
107;WOLF_SK_22;Canis lupus;Slovakia;49,1742;19,2575;new_genomes/MW933D.CanFam31.realigned.bam
108;WOLF_SK_23;Canis lupus;Slovakia;49,0297;19,9377;new_genomes/MW934D.CanFam31.realigned.bam
109;WOLF_SK_24;Canis lupus;Slovakia;49,0405;19,6171;new_genomes/MW935D.CanFam31.realigned.bam
110;WOLF_SK_25;Canis lupus;Slovakia;48,5257;19,9472;new_genomes/MW936D.CanFam31.realigned.bam
111;WOLF_SK_26;Canis lupus;Slovakia;48,5899;19,9912;new_genomes/MW937D.CanFam31.realigned.bam
112;WOLF_SK_27;Canis lupus;Slovakia;48,5898;19,9911;new_genomes/MW938D.CanFam31.realigned.bam
113;WOLF_SK_28;Canis lupus;Slovakia;48,8416;19,4981;new_genomes/MW939D.CanFam31.realigned.bam
114;WOLF_SK_29;Canis lupus;Slovakia;49,099;20,85;new_genomes/MW941D.CanFam31.realigned.bam
115;WOLF_SK_30;Canis lupus;Slovakia;48,8833;20,5833;new_genomes/MW942D.CanFam31.realigned.bam
116;WOLF_SK_31;Canis lupus;Slovakia;48,8209;20,8001;new_genomes/MW943D.CanFam31.realigned.bam
117;WOLF_SK_32;Canis lupus;Slovakia;48,7983;20,7332;new_genomes/MW944D.CanFam31.realigned.bam
118;WOLF_SK_33;Canis lupus;Slovakia;49,0244;20,6741;new_genomes/MW945D.CanFam31.realigned.bam
119;WOLF_SK_34;Canis lupus;Slovakia;48,8532;20,5262;new_genomes/MW946D.CanFam31.realigned.bam
120;WOLF_SK_35;Canis lupus;Slovakia;49,0298;20,4647;new_genomes/MW948D.CanFam31.realigned.bam
121;WOLF_SK_36;Canis lupus;Slovakia;48,8297;20,7583;new_genomes/MW949D.CanFam31.realigned.bam
122;WOLF_SK_37;Canis lupus;Slovakia;48,8367;20,5316;new_genomes/MW950D.CanFam31.realigned.bam
123;WOLF_SK_38;Canis lupus;Slovakia;49,1526;19,0098;new_genomes/MW952D.CanFam31.realigned.bam
124;WOLF_SK_39;Canis lupus;Slovakia;49,2623;21,6322;new_genomes/MW954D.CanFam31.realigned.bam
125;WOLF_SK_40;Canis lupus;Slovakia;49,0175;20,909;new_genomes/MW955D.CanFam31.realigned.bam
126;WOLF_SK_41;Canis lupus;Slovakia;49,3484;21,2218;new_genomes/MW956D.CanFam31.realigned.bam
127;WOLF_SK_42;Canis lupus;Slovakia;49,3348;19,6748;new_genomes/MW957D.CanFam31.realigned.bam
128;WOLF_SK_43;Canis lupus;Slovakia;49,0642;20,9141;new_genomes/MW958D.CanFam31.realigned.bam
129;WOLF_SK_44;Canis lupus;Slovakia;49,3484;21,2218;new_genomes/MW959D.CanFam31.realigned.bam
130;WOLF_SK_45;Canis lupus;Slovakia;49,0725;22,0934;new_genomes/MW960D.CanFam31.realigned.bam
131;WOLF_SK_46;Canis lupus;Slovakia;48,9007;22,3936;new_genomes/MW961D.CanFam31.realigned.bam
132;WOLF_SK_47;Canis lupus;Slovakia;48,6409;19,4602;new_genomes/MW962D.CanFam31.realigned.bam
133;WOLF_SK_48;Canis lupus;Slovakia;48,7163;19,6992;new_genomes/MW963D.CanFam31.realigned.bam
134;WOLF_SK_49;Canis lupus;Slovakia;49,2079;19,535;new_genomes/MW964D.CanFam31.realigned.bam
135;WOLF_SK_50;Canis lupus;Slovakia;49,1066;19,4374;new_genomes/MW965D.CanFam31.realigned.bam
136;WOLF_SK_51;Canis lupus;Slovakia;49,09834;20,20651;new_genomes/MW966D.CanFam31.realigned.bam
137;WOLF_SK_52;Canis lupus;Slovakia;49,0097;20,0902;new_genomes/MW967D.CanFam31.realigned.bam
138;WOLF_SK_53;Canis lupus;Slovakia;49,0151;20,1641;new_genomes/MW969D.CanFam31.realigned.bam
139;WOLF_SK_54;Canis lupus;Slovakia;49,0097;20,0902;new_genomes/MW970D.CanFam31.realigned.bam
140;WOLF_UA_1;Canis lupus;Ukraine;50,85;25,85;new_genomes/MW1174.CanFam31.realigned.bam
141;WOLF_UA_2;Canis lupus;Ukraine;50,83;27,17;new_genomes/MW1175.CanFam31.realigned.bam
142;WOLF_UA_3;Canis lupus;Ukraine;48,47;22,72;new_genomes/MW1176.CanFam31.realigned.bam
143;WOLF_UA_4;Canis lupus;Ukraine;48,23;24,38;new_genomes/MW1177.CanFam31.realigned.bam
144;WOLF_UA_5;Canis lupus;Ukraine;48,55;23,07;new_genomes/MW1178.CanFam31.realigned.bam
145;WOLF_UA_6;Canis lupus;Ukraine;49,22;23,3;new_genomes/MW1179.CanFam31.realigned.bam
146;WOLF_UA_7;Canis lupus;Ukraine;48,82;23,22;new_genomes/MW1180.CanFam31.realigned.bam
147;WOLF_UA_8;Canis lupus;Ukraine;49,17;23,15;new_genomes/MW1181.CanFam31.realigned.bam
148;WOLF_UA_9;Canis lupus;Ukraine;49,92;23,35;new_genomes/MW1182.CanFam31.realigned.bam
149;WOLF_UA_10;Canis lupus;Ukraine;51,75;33,25;new_genomes/MW1183.CanFam31.realigned.bam
150;WOLF_UA_11;Canis lupus;Ukraine;48,13;39,8;new_genomes/MW1184.CanFam31.realigned.bam
151;WOLF_IT_1;Canis lupus;Italy;41,98833;13,06826;new_genomes/MW298.CanFam31.realigned.bam
152;WOLF_IT_2;Canis lupus;Italy;41,92465;13,09366;new_genomes/MW299.CanFam31.realigned.bam
153;WOLF_IT_3;Canis lupus;Italy;42,05603;13,10448;new_genomes/MW300.CanFam31.realigned.bam
154;WOLF_IT_4;Canis lupus;Italy;41,92571;13,23055;new_genomes/MW301.CanFam31.realigned.bam
155;WOLF_IT_5;Canis lupus;Italy;42,01882;13,10791;new_genomes/MW302.CanFam31.realigned.bam
156;WOLF_IT_6;Canis lupus;Italy;41,98833;13,06826;new_genomes/MW303.CanFam31.realigned.bam
157;WOLF_IT_7;Canis lupus;Italy;41,88667425;13,17015899;new_genomes/MW304.CanFam31.realigned.bam
158;WOLF_IT_8;Canis lupus;Italy;41,98833;13,06826;new_genomes/MW305.CanFam31.realigned.bam
159;WOLF_IT_9;Canis lupus;Italy;41,98048;13,03602;new_genomes/MW306.CanFam31.realigned.bam
160;WOLF_IT_10;Canis lupus;Italy;41,92465;13,09366;new_genomes/MW307.CanFam31.realigned.bam
161;WOLF_IT_11;Canis lupus;Italy;42,14003;12,10473;new_genomes/MW308.CanFam31.realigned.bam
162;WOLF_IT_12;Canis lupus;Italy;42,1;12,86666;new_genomes/MW309.CanFam31.realigned.bam
163;WOLF_IT_13;Canis lupus;Italy;41,8088;13,79008;new_genomes/MW310.CanFam31.realigned.bam
164;WOLF_AT_1;Canis lupus;Austria;48,65342;15,33925;new_genomes/MW515.CanFam31.realigned.bam
